date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,mintempm_1,mintempm_2,maxtempm_1,maxtempm_2,maxhumidity_1,maxhumidity_2,minhumidity_1,minhumidity_2
2015-05-31,32,25,1002.8,84,36,36,29,27,22,1012,1000,0.0,29,30,36,37,79,84,42,46
2015-06-01,32,25,1002.3,79,42,36,29,27,24,1004,1000,0.0,30,28,37,38,84,85,46,39
2015-06-02,34,26,1004.14,84,46,37,30,28,23,1006,1002,0.0,28,28,38,37,85,89,39,44
2015-06-03,33,25,1004.79,85,39,38,28,27,23,1007,1002,0.0,28,28,37,38,89,84,44,41
2015-06-04,32,25,1005.07,89,44,37,28,28,23,1008,1002,0.0,28,29,38,38,84,84,41,47
2015-06-05,33,25,1004.11,84,41,38,28,27,24,1006,1001,0.0,29,28,38,38,84,84,47,47
2015-06-06,34,26,1002.29,84,47,38,29,27,25,1004,1000,0.0,28,29,38,37,84,84,47,41
2015-06-07,33,26,1002.16,84,47,38,28,27,24,1004,1000,0.0,29,27,37,38,84,84,41,46
2015-06-08,33,25,1001.75,84,41,37,29,27,24,1004,1000,0.0,27,26,38,38,84,84,46,46
2015-06-09,33,25,1000.6,84,46,38,27,27,21,1002,998,2.0,26,23,38,37,84,100,46,54
2015-06-10,32,27,999.91,84,46,38,26,29,24,1002,998,0.0,23,22,37,34,100,97,54,57
2015-06-11,30,27,1000.78,100,54,37,23,30,22,1003,997,31.0,22,25,34,32,97,98,57,69
2015-06-12,28,26,1001.96,97,57,34,22,28,24,1004,999,0.0,25,25,32,35,98,96,69,49
2015-06-13,28,26,1001.59,98,69,32,25,28,24,1003,1000,51.0,25,25,35,34,96,94,49,63
2015-06-14,30,25,1001.11,96,49,35,25,27,24,1003,999,29.0,25,27,34,33,94,94,63,63
2015-06-15,30,26,1000.26,94,63,34,25,27,25,1002,998,0.3,27,26,33,34,94,94,63,65
2015-06-16,30,27,1000.69,94,63,33,27,27,26,1003,999,0.2,26,27,34,35,94,94,65,59
2015-06-17,30,27,1000.47,94,65,34,26,27,26,1002,999,0.0,27,27,35,33,94,93,59,60
2015-06-18,31,26,1000.15,94,59,35,27,27,25,1002,998,0.0,27,26,33,33,93,96,60,70
2015-06-19,30,26,999.48,93,60,33,27,28,26,1001,998,0.0,26,26,33,32,96,94,70,75
2015-06-20,30,26,998.36,96,70,33,26,27,25,1001,996,0.0,26,26,32,30,94,96,75,83
2015-06-21,29,27,996.6,94,75,32,26,28,26,998,994,0.0,26,26,30,32,96,89,83,69
2015-06-22,28,26,994.77,96,83,30,26,27,25,996,993,9.0,26,26,32,31,89,96,69,82
2015-06-23,29,26,994.64,89,69,32,26,26,25,997,993,0.0,26,27,31,29,96,94,82,79
2015-06-24,28,26,996.12,96,82,31,26,28,25,997,994,0.8,27,26,29,31,94,96,79,74
2015-06-25,28,26,995.82,94,79,29,27,28,26,998,994,3.0,26,24,31,29,96,97,74,77
2015-06-26,28,26,993.89,96,74,31,26,28,25,995,992,9.0,24,25,29,29,97,100,77,81
2015-06-27,26,25,996.04,97,77,29,24,26,23,1000,992,6.0,25,25,29,35,100,94,81,64
2015-06-28,27,26,1003.0,100,81,29,25,29,25,1007,999,7.0,25,27,35,34,94,94,64,62
2015-06-29,30,26,1005.18,94,64,35,25,28,25,1007,1003,0.0,27,27,34,30,94,94,62,77
2015-06-30,30,27,1003.96,94,62,34,27,27,25,1006,1002,0.0,27,25,30,34,94,97,77,59
2015-07-01,28,26,1003.23,94,77,30,27,27,26,1005,1001,0.2,25,24,34,34,97,99,59,67
2015-07-02,30,26,1002.51,97,59,34,25,28,24,1004,1000,87.0,24,25,34,37,99,94,67,46
2015-07-03,29,26,1001.37,99,67,34,24,28,24,1004,999,9.0,25,26,37,35,94,97,46,72
2015-07-04,31,26,999.51,94,46,37,25,28,25,1001,997,21.0,26,26,35,35,97,94,72,59
2015-07-05,30,27,998.73,97,72,35,26,28,25,1000,997,8.0,26,27,35,32,94,100,59,72
2015-07-06,30,27,997.87,94,59,35,26,28,25,1000,995,0.0,27,26,32,31,100,97,72,78
2015-07-07,30,27,997.74,100,72,32,27,28,25,1000,996,54.0,26,25,31,29,97,100,78,89
2015-07-08,28,27,998.02,97,78,31,26,28,25,1000,996,40.0,25,25,29,31,100,100,89,84
2015-07-09,27,26,997.09,100,89,29,25,28,25,1000,995,0.0,25,27,31,34,100,94,84,65
2015-07-10,28,27,998.27,100,84,31,25,30,25,1001,996,9.0,27,26,34,34,94,94,65,62
2015-07-11,30,27,1001.29,94,65,34,27,28,25,1003,999,2.0,26,28,34,35,94,94,62,69
2015-07-12,30,27,1001.75,94,62,34,26,28,25,1004,999,0.0,28,27,35,36,94,96,69,61
2015-07-13,32,28,1000.4,94,69,35,28,30,26,1002,997,59.0,27,26,36,34,96,100,61,64
2015-07-14,32,28,998.47,96,61,36,27,29,26,1001,995,41.0,26,25,34,32,100,100,64,71
2015-07-15,30,27,996.66,100,64,34,26,29,25,999,994,61.0,25,26,32,31,100,95,71,70
2015-07-16,28,27,996.83,100,71,32,25,28,25,999,995,3.0,26,25,31,31,95,98,70,67
2015-07-17,28,26,997.46,95,70,31,26,28,25,1000,996,14.0,25,26,31,33,98,100,67,71
2015-07-18,28,26,998.44,98,67,31,25,27,25,1000,996,0.8,26,24,33,30,100,100,71,76
2015-07-19,30,27,997.55,100,71,33,26,28,25,999,995,0.0,24,26,30,34,100,96,76,57
2015-07-20,27,25,998.19,100,76,30,24,27,24,1001,997,2.0,26,25,34,30,96,96,57,76
2015-07-21,30,26,1000.32,96,57,34,26,28,25,1003,999,31.0,25,26,30,33,96,94,76,79
2015-07-22,28,27,1002.35,96,76,30,25,28,26,1004,1001,1.0,26,26,33,33,94,95,79,72
2015-07-23,30,27,1003.62,94,79,33,26,28,26,1005,1002,12.0,26,25,33,28,95,100,72,89
2015-07-24,30,27,1003.05,95,72,33,26,28,25,1005,1001,34.0,25,25,28,31,100,97,89,54
2015-07-25,26,26,999.89,100,89,28,25,27,24,1004,997,55.0,25,23,31,31,97,95,54,65
2015-07-26,28,25,997.4,97,54,31,25,26,23,999,995,28.0,23,25,31,31,95,94,65,71
2015-07-27,27,25,997.59,95,65,31,23,26,24,1000,996,6.0,25,25,31,28,94,96,71,82
2015-07-28,28,26,998.34,94,71,31,25,27,24,1000,996,2.0,25,26,28,33,96,97,82,63
2015-07-29,26,26,996.65,96,82,28,25,27,25,999,995,16.0,26,25,33,30,97,100,63,66
2015-07-30,30,26,995.49,97,63,33,26,28,24,997,993,0.0,25,24,30,27,100,100,66,89
2015-07-31,28,25,996.0,100,66,30,25,26,24,998,994,73.0,24,25,27,29,100,97,89,86
2015-08-01,26,25,997.59,100,89,27,24,26,24,1001,995,20.0,25,25,29,33,97,97,86,69
2015-08-02,27,26,1001.11,97,86,29,25,27,25,1003,999,2.0,25,27,33,35,97,95,69,53
2015-08-03,29,26,1002.76,97,69,33,25,28,25,1005,1001,0.0,27,27,35,34,95,94,53,61
2015-08-04,31,27,1002.07,95,53,35,27,28,25,1004,1000,0.0,27,27,34,34,94,93,61,52
2015-08-05,30,27,1000.78,94,61,34,27,27,26,1003,998,21.0,27,26,34,35,93,94,52,50
2015-08-06,30,26,999.85,93,52,34,27,28,23,1002,998,0.0,26,26,35,34,94,94,50,51
2015-08-07,30,26,1000.98,94,50,35,26,28,24,1003,999,0.0,26,27,34,35,94,89,51,46
2015-08-08,30,26,1001.68,94,51,34,26,27,24,1004,1000,0.0,27,27,35,35,89,89,46,52
2015-08-09,31,26,1000.13,89,46,35,27,27,24,1002,998,0.0,27,28,35,34,89,90,52,55
2015-08-10,31,26,1001.05,89,52,35,27,28,25,1004,999,0.0,28,27,34,33,90,94,55,66
2015-08-11,31,26,1003.23,90,55,34,28,27,25,1005,1001,0.0,27,27,33,34,94,94,66,58
2015-08-12,30,27,1003.22,94,66,33,27,28,26,1005,1001,0.0,27,27,34,36,94,94,58,59
2015-08-13,30,27,1002.87,94,58,34,27,27,26,1005,1000,5.0,27,27,36,32,94,94,59,76
2015-08-14,32,27,1002.84,94,59,36,27,28,26,1005,1001,0.0,27,27,32,31,94,94,76,77
2015-08-15,30,27,1004.11,94,76,32,27,29,26,1006,1002,3.0,27,27,31,33,94,96,77,64
2015-08-16,29,27,1004.3,94,77,31,27,28,26,1006,1002,3.0,27,27,33,32,96,94,64,66
2015-08-17,30,27,1003.96,96,64,33,27,28,26,1006,1002,0.0,27,26,32,34,94,94,66,59
2015-08-18,30,27,1004.67,94,66,32,27,28,24,1006,1003,15.0,26,27,34,34,94,91,59,56
2015-08-19,30,27,1003.95,94,59,34,26,28,24,1006,1002,10.0,27,26,34,33,91,94,56,60
2015-08-20,30,27,1003.11,91,56,34,27,28,26,1005,1001,0.0,26,26,33,35,94,94,60,53
2015-08-21,30,27,1002.48,94,60,33,26,29,25,1004,1000,11.0,26,27,35,34,94,94,53,62
2015-08-22,30,26,1000.82,94,53,35,26,27,24,1003,998,0.0,27,26,34,36,94,94,62,57
2015-08-23,30,27,1000.69,94,62,34,27,29,26,1002,998,47.0,26,27,36,34,94,92,57,62
2015-08-24,31,27,1000.92,94,57,36,26,28,25,1003,999,0.0,27,27,34,34,92,94,62,52
2015-08-25,30,27,1000.58,92,62,34,27,28,26,1002,998,0.6,27,27,34,32,94,94,52,62
2015-08-26,30,27,1001.17,94,52,34,27,28,26,1003,998,0.2,27,27,32,33,94,95,62,69
2015-08-27,30,27,1001.57,94,62,32,27,29,26,1003,1000,11.0,27,26,33,32,95,100,69,76
2015-08-28,30,27,1001.4,95,69,33,27,29,26,1003,1000,2.0,26,27,32,34,100,96,76,68
2015-08-29,29,27,1001.65,100,76,32,26,28,26,1004,1000,0.0,27,26,34,33,96,97,68,66
2015-08-30,30,27,1001.69,96,68,34,27,29,26,1004,999,0.0,26,25,33,30,97,97,66,81
2015-08-31,30,27,1002.1,97,66,33,26,29,25,1004,1000,46.0,25,25,30,35,97,98,81,59
2015-09-01,28,27,1001.45,97,81,30,25,29,25,1003,1000,0.5,25,23,35,34,98,94,59,67
2015-09-02,30,26,1002.09,98,59,35,25,28,24,1006,1000,48.0,23,27,34,35,94,94,67,60
2015-09-03,28,26,1005.32,94,67,34,23,29,24,1007,1003,0.0,27,26,35,35,94,94,60,52
2015-09-04,31,27,1007.49,94,60,35,27,29,26,1009,1005,0.0,26,27,35,35,94,89,52,39
2015-09-05,30,26,1007.04,94,52,35,26,28,25,1010,1004,0.0,27,27,35,36,89,89,39,32
2015-09-06,31,26,1005.98,89,39,35,27,28,23,1009,1003,0.0,27,28,36,36,89,89,32,34
2015-09-07,32,24,1005.39,89,32,36,27,28,20,1007,1003,0.0,28,28,36,37,89,84,34,34
2015-09-08,32,24,1004.67,89,34,36,28,27,21,1006,1002,0.0,28,28,37,35,84,89,34,57
2015-09-09,32,25,1004.83,84,34,37,28,27,22,1006,1003,0.0,28,27,35,33,89,93,57,63
2015-09-10,32,26,1005.81,89,57,35,28,29,24,1008,1004,0.0,27,26,33,34,93,94,63,51
2015-09-11,30,26,1006.3,93,63,33,27,28,25,1008,1004,0.0,26,27,34,34,94,94,51,46
2015-09-12,30,26,1006.63,94,51,34,26,27,24,1009,1004,3.0,27,27,34,34,94,94,46,57
2015-09-13,30,26,1005.72,94,46,34,27,28,20,1008,1003,0.0,27,26,34,32,94,97,57,62
2015-09-14,30,26,1003.96,94,57,34,27,28,25,1007,1001,0.0,26,26,32,31,97,94,62,82
2015-09-15,29,27,1002.72,97,62,32,26,28,26,1005,1000,0.0,26,26,31,35,94,97,82,54
2015-09-16,28,27,1002.57,94,82,31,26,27,26,1004,1001,5.0,26,27,35,35,97,94,54,57
2015-09-17,30,27,1003.78,97,54,35,26,27,25,1006,1002,0.0,27,27,35,33,94,96,57,66
2015-09-18,31,27,1004.37,94,57,35,27,28,26,1007,1002,5.0,27,26,33,29,96,100,66,79
2015-09-19,30,26,1003.26,96,66,33,27,28,25,1005,1001,0.8,26,26,29,32,100,95,79,66
2015-09-20,28,26,1002.19,100,79,29,26,27,26,1004,1000,9.0,26,26,32,32,95,94,66,62
2015-09-21,29,27,1002.28,95,66,32,26,28,26,1005,1000,13.0,26,24,32,33,94,100,62,71
2015-09-22,29,26,1003.64,94,62,32,26,28,24,1006,1001,0.0,24,24,33,31,100,96,71,79
2015-09-23,28,26,1004.98,100,71,33,24,28,24,1007,1003,31.0,24,26,31,35,96,97,79,40
2015-09-24,28,27,1003.89,96,79,31,24,28,25,1006,1002,0.0,26,27,35,34,97,94,40,55
2015-09-25,30,25,1003.98,97,40,35,26,27,21,1006,1002,0.0,27,25,34,34,94,94,55,42
2015-09-26,30,26,1005.35,94,55,34,27,27,24,1007,1004,3.0,25,25,34,34,94,94,42,45
2015-09-27,30,24,1006.3,94,42,34,25,27,22,1008,1005,0.0,25,25,34,34,94,89,45,40
2015-09-28,30,23,1007.04,94,45,34,25,26,21,1009,1005,0.0,25,26,34,35,89,89,40,47
2015-09-29,30,24,1008.11,89,40,34,25,26,21,1010,1006,0.0,26,27,35,35,89,89,47,48
2015-09-30,30,25,1009.7,89,47,35,26,26,23,1012,1008,0.0,27,27,35,35,89,91,48,54
2015-10-01,31,26,1010.59,89,48,35,27,28,26,1013,1008,6.0,27,27,35,35,91,96,54,52
2015-10-02,31,26,1009.61,91,54,35,27,28,23,1012,1007,0.0,27,29,35,35,96,94,52,36
2015-10-03,31,25,1008.17,96,52,35,27,27,24,1010,1006,0.0,29,26,35,34,94,89,36,46
2015-10-04,32,25,1008.58,94,36,35,29,27,22,1012,1006,0.0,26,26,34,34,89,89,46,45
2015-10-05,30,25,1007.96,89,46,34,26,27,23,1011,1005,0.0,26,26,34,34,89,89,45,54
2015-10-06,30,25,1007.02,89,45,34,26,28,23,1009,1004,0.0,26,25,34,31,89,91,54,69
2015-10-07,30,26,1006.75,89,54,34,26,27,25,1009,1005,0.0,25,25,31,34,91,94,69,41
2015-10-08,28,25,1005.09,91,69,31,25,27,23,1008,1002,2.0,25,27,34,35,94,89,41,41
2015-10-09,30,24,1003.98,94,41,34,25,27,21,1006,1001,0.0,27,25,35,33,89,94,41,49
2015-10-10,31,24,1005.75,89,41,35,27,27,20,1008,1003,0.0,25,25,33,34,94,94,49,39
2015-10-11,29,25,1008.43,94,49,33,25,27,22,1011,1007,0.0,25,24,34,32,94,94,39,53
2015-10-12,30,24,1009.65,94,39,34,25,26,21,1012,1007,0.0,24,24,32,31,94,94,53,51
2015-10-13,28,24,1010.13,94,53,32,24,26,23,1013,1007,4.0,24,24,31,33,94,94,51,51
2015-10-14,28,23,1011.68,94,51,31,24,25,22,1014,1009,0.1,24,24,33,32,94,94,51,54
2015-10-15,28,24,1012.07,94,51,33,24,26,21,1014,1010,1.0,24,23,32,32,94,94,54,47
2015-10-16,28,25,1012.46,94,54,32,24,27,23,1015,1010,8.0,23,23,32,33,94,94,47,46
2015-10-17,28,24,1012.0,94,47,32,23,26,21,1015,1010,0.0,23,23,33,33,94,94,46,45
2015-10-18,28,23,1012.48,94,46,33,23,26,21,1016,1010,0.0,23,24,33,33,94,94,45,54
2015-10-19,28,24,1011.48,94,45,33,23,26,22,1015,1009,0.0,24,24,33,34,94,94,54,46
2015-10-20,28,24,1009.45,94,54,33,24,26,23,1012,1007,0.0,24,25,34,34,94,94,46,46
2015-10-21,29,24,1009.36,94,46,34,24,26,20,1012,1007,0.0,25,25,34,34,94,94,46,33
2015-10-22,30,24,1010.11,94,46,34,25,26,21,1013,1008,0.0,25,22,34,33,94,89,33,21
2015-10-23,30,23,1009.87,94,33,34,25,27,19,1012,1008,0.0,22,20,33,32,89,88,21,29
2015-10-24,28,18,1010.98,89,21,33,22,24,12,1013,1009,0.0,20,19,32,32,88,94,29,30
2015-10-25,26,18,1012.59,88,29,32,20,21,14,1016,1011,0.0,19,21,32,32,94,88,30,35
2015-10-26,26,19,1012.94,94,30,32,19,21,15,1016,1011,0.0,21,20,32,31,88,88,35,40
2015-10-27,26,19,1012.73,88,35,32,21,21,17,1015,1011,0.0,20,21,31,31,88,94,40,44
2015-10-28,26,20,1013.04,88,40,31,20,21,19,1016,1011,0.0,21,23,31,28,94,89,44,61
2015-10-29,26,20,1013.56,94,44,31,21,22,18,1016,1012,0.0,23,22,28,30,89,91,61,52
2015-10-30,26,22,1013.96,89,61,28,23,23,21,1017,1012,0.0,22,22,30,29,91,95,52,50
2015-10-31,26,21,1013.32,91,52,30,22,23,20,1016,1012,0.0,22,22,29,29,95,94,50,55
2015-11-01,26,22,1013.48,95,50,29,22,23,21,1016,1011,0.0,22,21,29,31,94,94,55,46
2015-11-02,26,22,1013.41,94,55,29,22,23,20,1016,1011,0.0,21,21,31,32,94,97,46,44
2015-11-03,26,21,1012.8,94,46,31,21,23,18,1016,1010,0.0,21,23,32,33,97,89,44,44
2015-11-04,26,21,1011.85,97,44,32,21,23,19,1015,1010,0.0,23,22,33,32,89,94,44,31
2015-11-05,28,22,1011.56,89,44,33,23,25,20,1015,1009,0.0,22,21,32,33,94,89,31,36
2015-11-06,27,20,1011.22,94,31,32,22,24,17,1014,1009,0.0,21,22,33,32,89,94,36,32
2015-11-07,27,19,1012.91,89,36,33,21,22,16,1016,1011,0.0,22,20,32,29,94,88,32,33
2015-11-08,27,19,1013.85,94,32,32,22,23,14,1017,1012,0.0,20,19,29,30,88,94,33,35
2015-11-09,24,18,1012.75,88,33,29,20,21,15,1016,1010,0.0,19,20,30,31,94,87,35,36
2015-11-10,24,18,1011.07,94,35,30,19,20,16,1014,1009,0.0,20,19,31,31,87,94,36,32
2015-11-11,26,18,1011.58,87,36,31,20,20,15,1014,1009,0.0,19,19,31,32,94,94,32,33
2015-11-12,25,18,1013.16,94,32,31,19,20,15,1016,1011,0.0,19,18,32,32,94,94,33,29
2015-11-13,26,19,1012.38,94,33,32,19,21,17,1016,1010,0.0,18,19,32,32,94,94,29,34
2015-11-14,25,17,1010.64,94,29,32,18,20,13,1013,1008,0.0,19,21,32,32,94,94,34,26
2015-11-15,26,19,1010.67,94,34,32,19,24,15,1014,1008,0.0,21,21,32,28,94,94,26,66
2015-11-16,26,19,1010.76,94,26,32,21,22,14,1013,1009,0.0,21,20,28,31,94,94,66,45
2015-11-17,24,22,1010.96,94,66,28,21,24,20,1013,1009,0.0,20,19,31,30,94,94,45,37
2015-11-18,26,20,1013.54,94,45,31,20,23,18,1016,1011,0.0,19,20,30,30,94,100,37,39
2015-11-19,24,20,1014.39,94,37,30,19,22,17,1017,1012,0.0,20,19,30,30,100,89,39,33
2015-11-20,25,19,1013.26,100,39,30,20,22,17,1017,1011,0.0,19,19,30,30,89,94,33,31
2015-11-21,24,18,1012.84,89,33,30,19,19,14,1016,1011,0.0,19,17,30,30,94,88,31,29
2015-11-22,24,17,1012.8,94,31,30,19,19,15,1016,1011,0.0,17,17,30,30,88,94,29,36
2015-11-23,24,16,1013.3,88,29,30,17,19,12,1017,1011,0.0,17,18,30,29,94,91,36,37
2015-11-24,24,17,1012.84,94,36,30,17,18,15,1016,1011,0.0,18,18,29,29,91,88,37,36
2015-11-25,24,17,1012.38,91,37,29,18,20,14,1015,1010,0.0,18,18,29,31,88,94,36,39
2015-11-26,24,17,1011.86,88,36,29,18,19,14,1015,1009,0.0,18,19,31,30,94,94,39,44
2015-11-27,24,18,1011.18,94,39,31,18,20,15,1014,1009,0.0,19,18,30,29,94,94,44,40
2015-11-28,24,20,1014.73,94,44,30,19,23,17,1017,1012,0.0,18,19,29,29,94,94,40,48
2015-11-29,24,19,1016.27,94,40,29,18,21,17,1019,1014,0.0,19,22,29,32,94,94,48,37
2015-11-30,24,20,1014.84,94,48,29,19,22,18,1018,1012,0.0,22,22,32,29,94,94,37,48
2015-12-01,27,21,1012.82,94,37,32,22,25,17,1016,1010,0.0,22,22,29,29,94,89,48,43
2015-12-02,26,22,1012.93,94,48,29,22,25,19,1016,1011,0.0,22,18,29,29,89,94,43,43
2015-12-03,26,19,1013.14,89,43,29,22,24,16,1016,1011,0.0,18,18,29,29,94,95,43,48
2015-12-04,24,19,1013.68,94,43,29,18,21,16,1017,1011,0.0,18,19,29,28,95,94,48,42
2015-12-05,24,19,1014.0,95,48,29,18,24,16,1016,1012,0.0,19,20,28,28,94,94,42,47
2015-12-06,24,19,1013.73,94,42,28,19,23,14,1016,1011,0.0,20,18,28,28,94,94,47,41
2015-12-07,24,20,1014.16,94,47,28,20,22,18,1017,1012,0.0,18,18,28,28,94,94,41,42
2015-12-08,23,18,1014.2,94,41,28,18,20,16,1017,1012,0.0,18,17,28,29,94,94,42,33
2015-12-09,23,18,1014.82,94,42,28,18,19,16,1018,1012,0.0,17,19,29,28,94,96,33,51
2015-12-10,23,17,1012.93,94,33,29,17,21,11,1016,1010,0.0,19,19,28,30,96,94,51,51
2015-12-11,24,20,1011.3,96,51,28,19,21,17,1014,1009,0.0,19,21,30,27,94,94,51,51
2015-12-12,24,21,1010.04,94,51,30,19,22,19,1013,1008,0.0,21,20,27,25,94,94,51,48
2015-12-13,24,20,1012.0,94,51,27,21,24,16,1015,1009,0.0,20,17,25,23,94,94,48,40
2015-12-14,22,17,1012.96,94,48,25,20,20,15,1016,1011,0.0,17,14,23,24,94,88,40,32
2015-12-15,20,15,1013.49,94,40,23,17,19,11,1016,1012,0.0,14,11,24,22,88,94,32,43
2015-12-16,19,12,1015.04,88,32,24,14,15,8,1018,1013,0.0,11,15,22,20,94,97,43,75
2015-12-17,16,13,1014.45,94,43,22,11,17,10,1018,1012,0.0,15,13,20,24,97,100,75,30
2015-12-18,18,17,1014.39,97,75,20,15,18,15,1017,1012,5.0,13,10,24,24,100,94,30,35
2015-12-19,18,13,1017.7,100,30,24,13,16,6,1021,1016,0.0,10,12,24,24,94,100,35,31
2015-12-20,17,12,1016.98,94,35,24,10,16,9,1020,1014,0.0,12,15,24,22,100,88,31,46
2015-12-21,18,13,1016.39,100,31,24,12,20,6,1020,1014,0.0,15,14,22,26,88,94,46,37
2015-12-22,18,14,1017.96,88,46,22,15,17,11,1020,1016,0.0,14,17,26,24,94,88,37,38
2015-12-23,20,14,1016.69,94,37,26,14,17,11,1020,1014,0.0,17,15,24,22,88,77,38,32
2015-12-24,20,14,1016.02,88,38,24,17,16,11,1018,1014,0.0,15,12,22,23,77,88,32,21
2015-12-25,18,12,1017.29,77,32,22,15,14,9,1020,1016,0.0,12,11,23,25,88,88,21,27
2015-12-26,18,10,1017.21,88,21,23,12,13,5,1020,1015,0.0,11,11,25,24,88,88,27,29
2015-12-27,18,9,1017.18,88,27,25,11,13,5,1020,1015,0.0,11,11,24,26,88,100,29,30
2015-12-28,18,10,1017.93,88,29,24,11,13,5,1021,1015,0.0,11,12,26,25,100,94,30,36
2015-12-29,18,12,1016.27,100,30,26,11,17,7,1019,1013,0.0,12,14,25,26,94,94,36,39
2015-12-30,18,12,1015.77,94,36,25,12,16,9,1019,1013,0.0,14,13,26,27,94,100,39,37
2015-12-31,20,15,1017.32,94,39,26,14,18,11,1020,1015,0.0,13,13,27,26,100,95,37,42
2016-01-01,20,14,1018.04,100,37,27,13,18,12,1021,1012,0.0,13,14,26,25,95,94,42,47
2016-01-02,20,15,1017.45,95,42,26,13,19,12,1021,1015,0.0,14,14,25,26,94,94,47,34
2016-01-03,20,16,1016.3,94,47,25,14,19,14,1020,1014,0.0,14,12,26,25,94,94,34,41
2016-01-04,20,15,1017.09,94,34,26,14,18,11,1020,1015,0.0,12,13,25,25,94,94,41,39
2016-01-05,18,15,1015.64,94,41,25,12,17,12,1019,1013,0.0,13,13,25,26,94,95,39,39
2016-01-06,19,14,1016.2,94,39,25,13,16,11,1020,1014,0.0,13,14,26,28,95,94,39,47
2016-01-07,20,15,1016.62,95,39,26,13,18,12,1020,1015,0.0,14,16,28,29,94,94,47,29
2016-01-08,21,17,1014.35,94,47,28,14,19,14,1018,1012,0.0,16,16,29,25,94,83,29,28
2016-01-09,22,16,1012.38,94,29,29,16,19,12,1015,1010,0.0,16,12,25,26,83,88,28,27
2016-01-10,20,12,1015.55,83,28,25,16,17,7,1019,1013,0.0,12,12,26,26,88,88,27,31
2016-01-11,19,12,1015.62,88,27,26,12,16,9,1019,1013,0.0,12,12,26,25,88,94,31,33
2016-01-12,19,12,1014.45,88,31,26,12,15,9,1018,1012,0.0,12,13,25,26,94,94,33,35
2016-01-13,18,13,1013.45,94,33,25,12,16,10,1016,1011,0.0,13,13,26,28,94,94,35,31
2016-01-14,20,14,1014.05,94,35,26,13,17,10,1018,1012,0.0,13,16,28,27,94,100,31,28
2016-01-15,20,14,1012.18,94,31,28,13,19,12,1015,1010,0.0,16,15,27,26,100,94,28,38
2016-01-16,22,14,1011.6,100,28,27,16,18,11,1014,1009,0.0,15,16,26,26,94,94,38,29
2016-01-17,20,15,1013.0,94,38,26,15,17,11,1016,1011,0.0,16,15,26,26,94,88,29,40
2016-01-18,21,14,1012.66,94,29,26,16,17,9,1016,1010,0.0,15,17,26,23,88,94,40,63
2016-01-19,20,15,1012.46,88,40,26,15,18,12,1015,1010,0.0,17,16,23,21,94,94,63,48
2016-01-20,20,18,1013.23,94,63,23,17,19,16,1016,1011,0.6,16,12,21,21,94,94,48,40
2016-01-21,18,15,1015.82,94,48,21,16,18,12,1019,1014,0.0,12,11,21,22,94,100,40,36
2016-01-22,16,12,1017.05,94,40,21,12,15,10,1020,1015,0.0,11,10,22,21,100,94,36,28
2016-01-23,16,11,1018.02,100,36,22,11,14,8,1021,1016,0.0,10,9,21,24,94,94,28,27
2016-01-24,16,9,1017.59,94,28,21,10,12,7,1022,1015,0.0,9,10,24,24,94,94,27,26
2016-01-25,16,10,1015.41,94,27,24,9,13,7,1019,1012,0.0,10,12,24,25,94,94,26,39
2016-01-26,17,11,1014.94,94,26,24,10,14,7,1018,1012,0.0,12,16,25,27,94,94,39,48
2016-01-27,18,14,1013.46,94,39,25,12,16,11,1016,1011,0.0,16,14,27,26,94,94,48,31
2016-01-28,22,17,1013.05,94,48,27,16,19,16,1016,1011,0.0,14,14,26,28,94,94,31,25
2016-01-29,20,15,1015.18,94,31,26,14,17,12,1018,1013,0.0,14,18,28,29,94,100,25,37
2016-01-30,21,14,1013.36,94,25,28,14,18,10,1016,1011,0.0,18,16,29,30,100,94,37,25
2016-01-31,24,18,1012.55,100,37,29,18,24,13,1015,1011,0.0,16,18,30,30,94,94,25,46
2016-02-01,23,15,1013.75,94,25,30,16,18,9,1017,1012,0.0,18,20,30,27,94,94,46,37
2016-02-02,24,20,1014.21,94,46,30,18,22,15,1018,1012,0.0,20,17,27,26,94,88,37,29
2016-02-03,24,19,1013.63,94,37,27,20,24,15,1016,1011,0.0,17,14,26,27,88,83,29,30
2016-02-04,22,13,1015.25,88,29,26,17,17,9,1019,1013,0.0,14,14,27,27,83,94,30,35
2016-02-05,20,12,1014.13,83,30,27,14,16,9,1018,1011,0.0,14,14,27,28,94,94,35,32
2016-02-06,20,15,1013.13,94,35,27,14,17,12,1016,1011,0.0,14,16,28,30,94,94,32,43
2016-02-07,21,14,1013.98,94,32,28,14,18,12,1017,1012,0.0,16,20,30,28,94,96,43,64
2016-02-08,23,18,1012.94,94,43,30,16,21,15,1016,1010,0.0,20,17,28,28,96,94,64,44
2016-02-09,24,21,1012.2,96,64,28,20,25,18,1015,1010,0.0,17,20,28,30,94,95,44,50
2016-02-10,22,18,1011.75,94,44,28,17,21,16,1015,1010,0.0,20,21,30,29,95,89,50,47
2016-02-11,25,22,1010.46,95,50,30,20,24,19,1013,1008,0.0,21,18,29,31,89,94,47,36
2016-02-12,25,20,1010.36,89,47,29,21,24,16,1013,1009,0.0,18,21,31,30,94,94,36,58
